title,time,genre,rating,description,votes,directors,stars,year,gross
Welcome to the Punch,99,Action,6.1,"When a notorious criminal is forced to return to London, it gives a detective one last chance to take down the man he's always been after.",33277,['Eran Creevy'],"['James McAvoy', 'Mark Strong', 'Andrea Riseborough', 'Peter Mullan']",2013,10000.0
Welcome to the Rileys,110,Drama,6.9,"On a business trip to New Orleans, a damaged man seeks salvation by caring for a wayward young woman.",24350,['Jake Scott'],"['James Gandolfini', 'Kristen Stewart', 'Melissa Leo', 'David Jensen']",2010,150000.0
Wendy and Lucy,80,Drama,7.1,"Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",18168,['Kelly Reichardt'],"['Michelle Williams', 'Lucy', 'David Koppell', 'Max Clement']",2008,860000.0
Werckmeister harmóniák,145,Drama,8.0,A naive young man witnesses an escalation of violence in his small hometown following the arrival of a mysterious circus attraction.,14017,"['Béla Tarr', 'Ágnes Hranitzky']","['Lars Rudolph', 'Peter Fitz', 'Hanna Schygulla', 'János Derzsi']",2000,30000.0
Werewolves Within,97,Comedy,6.0,Feature adaptation of the video game where werewolves attack a small town.,17249,['Josh Ruben'],"['Sam Richardson', 'Milana Vayntrub', 'George Basil', 'Sarah Burns']",2021,
Werk ohne Autor,189,Biography,7.7,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.",20464,['Florian Henckel von Donnersmarck'],"['Tom Schilling', 'Sebastian Koch', 'Paula Beer', 'Saskia Rosendahl']",2018,1300000.0
Wes Craven's New Nightmare,112,Fantasy,6.4,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,57309,['Heather Langenkamp'],"['Wes Craven', 'Heather Langenkamp', 'Robert Englund', 'Jf Davis', 'Miko Hughes']",1994,18090000.0
West Side Story,153,Crime,7.6,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",112350,"['Jerome Robbins', 'Robert Wise']","['Natalie Wood', 'George Chakiris', 'Richard Beymer', 'Russ Tamblyn']",1961,43660000.0
West Side Story,156,Crime,7.2,"An adaptation of the 1957 musical, West Side Story explores forbidden love and the rivalry between the Jets and the Sharks, two teenage street gangs of different ethnic backgrounds.",69523,['Steven Spielberg'],"['Ansel Elgort', 'Rachel Zegler', 'Ariana DeBose', 'David Alvarez']",2021,
Westworld,88,Action,6.9,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",57005,['Michael Crichton'],"['Yul Brynner', 'Richard Benjamin', 'James Brolin', 'Norman Bartold']",1973,16059999.0
Wet Hot American Summer,97,Comedy,6.5,"Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends.",57376,['David Wain'],"['Janeane Garofalo', 'David Hyde Pierce', 'Michael Showalter', 'Marguerite Moreau']",2001,290000.0
Whale Rider,101,Drama,7.5,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.",42220,['Niki Caro'],"['Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton', 'Cliff Curtis']",2002,20780000.0
What About Bob?,99,Comedy,7.0,"A successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation.",68491,['Frank Oz'],"['Bill Murray', 'Richard Dreyfuss', 'Julie Hagerty', 'Charlie Korsmo']",1991,63710000.0
What Doesn't Kill You,100,Crime,6.6,"Two childhood friends from South Boston turn to crime as a way to get by, ultimately causing a strain in their personal lives and their friendship.",12326,['Brian Goodman'],"['Ethan Hawke', 'Mark Ruffalo', 'Brian Goodman', 'Amanda Peet']",2008,
What Dreams May Come,113,Drama,6.9,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her.",107777,['Vincent Ward'],"['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra', 'Max von Sydow']",1998,55490000.0
What Ever Happened to Baby Jane?,134,Drama,8.0,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,54923,['Robert Aldrich'],"['Bette Davis', 'Joan Crawford', 'Victor Buono', 'Wesley Addy']",1962,4050000.0
What Happened to Monday,123,Action,6.8,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",120130,['Tommy Wirkola'],"['Noomi Rapace', 'Glenn Close', 'Willem Dafoe', 'Marwan Kenzari']",2017,
What Happens in Vegas,99,Comedy,6.1,"A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",174715,['Tom Vaughan'],"['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Lake Bell']",2008,80280000.0
What Is Life Worth,118,Biography,6.8,"An attorney in Washington D.C. battles against cynicism, bureaucracy and politics to help the victims of 9/11.",13130,['Sara Colangelo'],"['Michael Keaton', 'Amy Ryan', 'Stanley Tucci', 'Tate Donovan']",2020,
What Just Happened,104,Comedy,5.6,Two weeks in the life of a fading Hollywood producer who's having a rough time trying to get his new picture made.,27449,['Barry Levinson'],"['Robert De Niro', 'John Turturro', 'Stanley Tucci', 'Sean Penn']",2008,1090000.0
What Lies Beneath,130,Drama,6.6,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,124558,['Robert Zemeckis'],"['Harrison Ford', 'Michelle Pfeiffer', 'Katharine Towne', 'Miranda Otto']",2000,155460000.0
What Maisie Knew,99,Drama,7.4,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",27694,"['Scott McGehee', 'David Siegel']","['Julianne Moore', 'Alexander Skarsgård', 'Steve Coogan', 'Joanna Vanderham']",2012,1070000.0
What Men Want,117,Comedy,5.3,"A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts.",27644,['Adam Shankman'],"['Taraji P. Henson', 'Kristen Ledlow', 'Josh Brener', 'Kellan Lutz']",2019,54610000.0
What We Did on Our Holiday,95,Comedy,6.9,"A family of five heads to Granddad's big 75th-birthday party at an uncle's estate in rural Scotland. The parents are separated and hope their three kids won't mention it. The kids love, can talk with, and would do anything for Granddad.",22126,"['Andy Hamilton', 'Guy Jenkin']","['Rosamund Pike', 'David Tennant', 'Billy Connolly', 'Ben Miller']",2014,
What We Do in the Shadows,86,Comedy,7.6,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",177621,"['Jemaine Clement', 'Taika Waititi']","['Jemaine Clement', 'Taika Waititi', 'Cori Gonzalez-Macuer', 'Jonny Brugh']",2014,3330000.0
What Women Want,127,Comedy,6.4,"A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.",205245,['Nancy Meyers'],"['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda']",2000,182810000.0
What a Girl Wants,105,Comedy,5.8,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.",62748,['Dennie Gordon'],"['Amanda Bynes', 'Colin Firth', 'Kelly Preston', 'Soleil McGhee']",2003,35990000.0
What to Expect When You're Expecting,110,Comedy,5.7,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected.",72498,['Kirk Jones'],"['Cameron Diaz', 'Matthew Morrison', 'J. Todd Smith', 'Dennis Quaid']",2012,41150000.0
What's Eating Gilbert Grape,118,Drama,7.7,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,231940,['Lasse Hallström'],"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']",1993,9170000.0
What's Love Got to Do with It,118,Biography,7.3,"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",20804,['Tina Turner'],"['Ike Turner', 'Brian Gibson', 'Angela Bassett', 'Laurence Fishburne', 'RaéVen Kelly', 'Virginia Capers']",1993,39100000.0
What's New Pussycat,108,Comedy,6.1,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.,10252,['Clive Donner'],"['Peter Sellers', ""Peter O'Toole"", 'Romy Schneider', 'Capucine']",1965,18820000.0
"What's Up, Doc?",94,Comedy,7.6,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,23685,['Peter Bogdanovich'],"['Barbra Streisand', ""Ryan O'Neal"", 'Madeline Kahn', 'Kenneth Mars']",1972,5640000.0
What's Your Number?,106,Comedy,6.0,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,79601,['Mark Mylod'],"['Anna Faris', 'Chris Evans', 'Ari Graynor', 'Blythe Danner']",2011,14010000.0
What's the Worst That Could Happen?,94,Comedy,5.4,"A rich man catches a thief burglarizing his home and steals the thief's lucky ring, who then tries to get it back.",15874,['Sam Weisman'],"['Martin Lawrence', 'Danny DeVito', 'John Leguizamo', 'Glenne Headly']",2001,32100000.0
Whatever It Takes,94,Comedy,5.4,A modern-day remake of the Cyrano DeBergerac tale.,10877,['David Raynr'],"['Shane West', 'Marla Sokoloff', ""Jodi Lyn O'Keefe"", 'Manu Intiraymi']",2000,8740000.0
Whatever Works,93,Comedy,7.1,"A middle-aged, misanthropic divorcé from New York City surprisingly enters a fulfilling, Pygmalion-type relationship with a much younger, unsophisticated Southern girl.",73820,['Woody Allen'],"['Evan Rachel Wood', 'Larry David', 'Henry Cavill', 'Adam Brooks']",2009,5310000.0
Wheelman,82,Action,6.4,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,20188,['Jeremy Rush'],"['Frank Grillo', 'Caitlin Carmichael', 'Garret Dillahunt', 'Shea Whigham']",2017,
Wheels,115,Drama,8.3,Two suicidal paraplegic junkies hustle their way through the city streets trying to find a reason to live.,23725,"['Tim Gagliardo', 'Donavon Warren']","['Donavon Warren', 'Patrick Hume', 'Diana Gettinger', 'Kevin McCorkle']",2014,
When Harry Met Sally...,95,Comedy,7.7,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",212847,['Rob Reiner'],"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby']",1989,92820000.0
When We First Met,97,Comedy,6.4,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.",48245,['Ari Sandel'],"['Adam Devine', 'Alexandra Daddario', 'Shelley Hennig', 'Andrew Bachelor']",2018,
When a Man Loves a Woman,126,Drama,6.5,The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,22008,['Luis Mandoki'],"['Meg Ryan', 'Andy Garcia', 'Ellen Burstyn', 'Tina Majorino']",1994,50020000.0
When a Stranger Calls,97,Horror,6.4,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again.",12068,['Fred Walton'],"['Carol Kane', 'Charles Durning', 'Rutanya Alda', 'Carmen Argenziano']",1979,21410000.0
When a Stranger Calls,87,Horror,5.0,"During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.",45766,['Simon West'],"['Camilla Belle', 'Tommy Flanagan', 'Katie Cassidy', 'Tessa Thompson']",2006,47860000.0
When in Rome,91,Comedy,5.5,"Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.",62105,['Mark Steven Johnson'],"['Kristen Bell', 'Josh Duhamel', 'Anjelica Huston', 'Danny DeVito']",2010,32670000.0
When the Game Stands Tall,115,Biography,6.6,"The journey of legendary football coach Bob Ladouceur, who took the De La Salle High School Spartans from obscurity to a 151-game winning streak that shattered all records for any American sport.",16003,['Thomas Carter'],"['Jim Caviezel', 'Alexander Ludwig', 'Michael Chiklis', 'Laura Dern']",2014,30130000.0
When the Wind Blows,84,Animation,7.7,A naive elderly British rural couple survive the initial onslaught of a nuclear war.,10950,['Jimmy T. Murakami'],"['Peggy Ashcroft', 'John Mills', 'Robin Houston', 'James Russell']",1986,10000.0
Where Eagles Dare,158,Action,7.6,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",57432,['Brian G. Hutton'],"['Richard Burton', 'Clint Eastwood', 'Mary Ure', 'Patrick Wymark']",1968,
Where the Buffalo Roam,99,Biography,6.5,Semi-biographical film based on the experiences of gonzo journalist Hunter S. Thompson.,11859,['Art Linson'],"['Peter Boyle', 'Bill Murray', 'Bruno Kirby', 'Rene Auberjonois']",1980,6660000.0
Where the Heart Is,120,Comedy,6.7,"A pregnant seventeen-year-old rebuilds her life after being abandoned by her boyfriend at a Walmart in Sequoyah, Oklahoma.",33907,['Matt Williams'],"['Natalie Portman', 'James Frain', 'Ashley Judd', 'Stockard Channing']",2000,33770000.0
Where the Truth Lies,107,Crime,6.5,"Karen O'Connor, a young journalist known for her celebrity profiles, is consumed with discovering the truth behind a long-buried incident that affected the lives and careers of showbiz team Vince Collins and Lanny Morris.",17688,['Atom Egoyan'],"['Kevin Bacon', 'Colin Firth', 'Alison Lohman', 'David Hayman']",2005,870000.0
Where the Wild Things Are,101,Adventure,6.7,"Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",104413,['Spike Jonze'],"['Max Records', ""Catherine O'Hara"", 'Forest Whitaker', 'Pepita Emmerichs']",2009,77230000.0
"Where'd You Go, Bernadette",109,Comedy,6.5,A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.,21345,['Richard Linklater'],"['Cate Blanchett', 'Billy Crudup', 'Emma Nelson', 'Kristen Wiig']",2019,9200000.0
While We're Young,97,Comedy,6.3,A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,50029,['Noah Baumbach'],"['Ben Stiller', 'Naomi Watts', 'Adam Driver', 'Amanda Seyfried']",2014,7570000.0
While You Were Sleeping,103,Comedy,6.7,A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.,100977,['Jon Turteltaub'],"['Sandra Bullock', 'Bill Pullman', 'Peter Gallagher', 'Peter Boyle']",1995,81060000.0
Whip It,111,Drama,6.9,"In Bodeen, Texas, an indie-rock-loving misfit finds a way of dealing with small-town misery after discovering a roller-derby league in nearby Austin.",66842,['Drew Barrymore'],"['Elliot Page', 'Drew Barrymore', 'Kristen Wiig', 'Sarah Habel']",2009,13040000.0
Whiplash,106,Drama,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,806383,['Damien Chazelle'],"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser']",2014,13090000.0
Whiskey Tango Foxtrot,112,Biography,6.6,A journalist recounts her wartime coverage in Afghanistan.,52451,"['Glenn Ficarra', 'John Requa']","['Tina Fey', 'Margot Robbie', 'Martin Freeman', 'Alfred Molina']",2016,23050000.0
White Bird in a Blizzard,91,Drama,6.4,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears.",28257,['Gregg Araki'],"['Shailene Woodley', 'Eva Green', 'Christopher Meloni', 'Angela Bassett']",2014,30000.0
White Boy Rick,111,Crime,6.5,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",36667,['Yann Demange'],"['Matthew McConaughey', 'Richie Merritt', 'Bel Powley', 'Jennifer Jason Leigh']",2018,24010000.0
White Chicks,109,Comedy,5.7,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.,142009,['Keenen Ivory Wayans'],"['Marlon Wayans', 'Shawn Wayans', 'Busy Philipps', 'Maitland Ward']",2004,70830000.0
White Christmas,120,Comedy,7.5,A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.,42374,['Michael Curtiz'],"['Bing Crosby', 'Danny Kaye', 'Rosemary Clooney', 'Vera-Ellen']",1954,30000000.0
White Fang,107,Adventure,6.7,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,20815,['Randal Kleiser'],"['Ethan Hawke', 'Klaus Maria Brandauer', 'Jed', 'Seymour Cassel']",1991,34790000.0
White Girl,88,Crime,5.7,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",10763,['Elizabeth Wood'],"['Morgan Saylor', 'Brian Marc', 'Justin Bartha', 'Adrian Martinez']",2016,200000.0
White Heat,114,Action,8.1,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,32397,['Raoul Walsh'],"['James Cagney', 'Virginia Mayo', ""Edmond O'Brien"", 'Margaret Wycherly']",1949,
White House Down,131,Action,6.3,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",218638,['Roland Emmerich'],"['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal', 'Jason Clarke']",2013,73100000.0
White Hunter Black Heart,112,Adventure,6.5,"A thinly fictionalized account of a legendary movie director, whose desire to hunt down an animal turns into a grim situation with his movie crew in Africa.",12246,['Clint Eastwood'],"['Clint Eastwood', 'Jeff Fahey', 'Charlotte Cornwell', 'Norman Lumsden']",1990,2320000.0
White Men Can't Jump,115,Comedy,6.8,Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.,84741,['Ron Shelton'],"['Wesley Snipes', 'Woody Harrelson', 'Rosie Perez', 'Tyra Ferrell']",1992,76250000.0
White Noise,101,Drama,5.5,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,48806,['Geoffrey Sax'],"['Michael Keaton', 'Deborah Kara Unger', 'Ian McNeice', 'Chandra West']",2005,56390000.0
White Noise 2: The Light,99,Drama,5.7,"Following the loss of his family, a man attempts suicide only to discover upon waking that he can identify people who are about to die",13140,['Patrick Lussier'],"['Nathan Fillion', 'Katee Sackhoff', 'Craig Fairbrass', 'Adrian Holmes']",2007,
White Oleander,109,Drama,7.1,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,32251,['Peter Kosminsky'],"['Michelle Pfeiffer', 'Renée Zellweger', 'Robin Wright', 'Alison Lohman']",2002,16350000.0
White Squall,129,Adventure,6.6,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,23784,['Ridley Scott'],"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf']",1996,10300000.0
White Zombie,69,Horror,6.3,"A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave.",10406,['Victor Halperin'],"['Bela Lugosi', 'Madge Bellamy', 'Joseph Cawthorn', 'Robert Frazer']",1932,
Whiteout,101,Action,5.5,U.S. Marshal Carrie Stetko tracks a killer in Antarctica as the sun is about to set for six months.,38627,['Dominic Sena'],"['Kate Beckinsale', 'Gabriel Macht', 'Tom Skerritt', 'Columbus Short']",2009,10280000.0
Who Am I - Kein System ist sicher,102,Crime,7.5,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",55765,['Baran bo Odar'],"['Tom Schilling', ""Elyas M'Barek"", 'Wotan Wilke Möhring', 'Antoine Monot Jr.']",2014,
Who Framed Roger Rabbit,104,Animation,7.7,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,196475,['Robert Zemeckis'],"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer']",1988,156450000.0
Who's Afraid of Virginia Woolf?,131,Drama,8.0,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",74363,['Mike Nichols'],"['Elizabeth Taylor', 'Richard Burton', 'George Segal', 'Sandy Dennis']",1966,
Who's Harry Crumb?,94,Comedy,5.9,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,16338,['Paul Flaherty'],"['John Candy', 'Jeffrey Jones', 'Annie Potts', 'Tim Thomerson']",1989,10980000.0
Who's That Girl,92,Comedy,4.8,"The life of an uptight tax lawyer turns chaotic when he is asked to escort a young woman newly released from prison, who persuades him to help prove her innocence.",10149,['James Foley'],"['Madonna', 'Griffin Dunne', 'Haviland Morris', 'John McMartin']",1987,7310000.0
Who's Your Caddy?,93,Comedy,2.2,When a rap mogul from Atlanta tries to join a conservative country club in the Carolinas he runs into fierce opposition from the board President- but it's nothing that he and his entourage can't handle.,15028,['Don Michael Paul'],"['Big Boi', 'Jeffrey Jones', 'Terry Crews', 'Mick Partridge']",2007,5690000.0
Why Did I Get Married?,113,Comedy,5.8,The big-screen adaptation of Perry's stage play about the trials of marriage and what happens to one family when a sexy young temptress arrives on the scene.,13033,['Tyler Perry'],"['Tyler Perry', 'Janet Jackson', 'Sharon Leal', 'Malik Yoba']",2007,55180000.0
Why Him?,111,Comedy,6.2,A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley millionaire boyfriend is about to pop the question.,110774,['John Hamburg'],"['Zoey Deutch', 'James Franco', 'Tangie Ambrose', 'Cedric the Entertainer']",2016,60320000.0
Wicker Park,114,Drama,6.9,"A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.",55911,['Paul McGuigan'],"['Josh Hartnett', 'Diane Kruger', 'Matthew Lillard', 'Rose Byrne']",2004,12830000.0
Widows,129,Crime,6.9,Four women with nothing in common except a debt left behind by their dead husbands' criminal activities take fate into their own hands and conspire to forge a future on their own terms.,95802,['Steve McQueen'],"['Viola Davis', 'Michelle Rodriguez', 'Elizabeth Debicki']",2018,42400000.0
Wiener-Dog,88,Comedy,5.9,"A dachshund passes from oddball owner to oddball owner, whose radically dysfunctional lives are all impacted by the pooch.",10166,['Todd Solondz'],"['Greta Gerwig', 'Keaton Nigel Cooke', 'Tracy Letts', 'Julie Delpy']",2016,450000.0
Wild,115,Adventure,7.1,A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,127878,['Jean-Marc Vallée'],"['Reese Witherspoon', 'Laura Dern', 'Gaby Hoffmann', 'Michiel Huisman']",2014,37880000.0
Wild Bill,98,Drama,7.2,"A street-toughened parolee finds his two boys abandoned by their mum and fending for themselves. Time to step up, or not.",13455,['Dexter Fletcher'],"['Charlie Creed-Miles', 'Will Poulter', 'Sammy Williams', 'Iwan Rheon']",2011,
Wild Card,92,Action,5.6,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",54721,['Simon West'],"['Jason Statham', 'Michael Angarano', 'Dominik Garcia', 'Milo Ventimiglia']",2015,0.0
Wild Child,98,Comedy,6.0,A rebellious Malibu princess is shipped off to a strict English boarding school by her father.,55771,['Nick Moore'],"['Emma Roberts', 'Aidan Quinn', 'Natasha Richardson', 'Lexi Ainsworth']",2008,20000.0
Wild Hogs,100,Action,5.8,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.",117968,['Walt Becker'],"['Tim Allen', 'Martin Lawrence', 'John Travolta', 'William H. Macy']",2007,168270000.0
Wild Orchid,105,Drama,4.5,A female lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.,12108,['Zalman King'],"['Mickey Rourke', 'Jacqueline Bisset', 'Carré Otis', 'Assumpta Serna']",1989,11060000.0
Wild Rose,101,Comedy,7.1,A troubled young Glaswegian woman dreams of becoming a Nashville country star.,13607,['Tom Harper'],"['Jessie Buckley', 'Matt Costello', 'Jane Patterson', 'Lesley Hart']",2018,1640000.0
Wild Target,98,Action,6.7,"A hitman tries to retire, but a beautiful thief may change his plans.",37951,['Jonathan Lynn'],"['Bill Nighy', 'Emily Blunt', 'Rupert Grint', 'Rupert Everett']",2010,120000.0
Wild Things,108,Crime,6.6,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,118791,['John McNaughton'],"['Kevin Bacon', 'Neve Campbell', 'Matt Dillon', 'Denise Richards']",1998,29750000.0
Wild Wild West,106,Action,4.9,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",159875,['Barry Sonnenfeld'],"['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek']",1999,113810000.0
Wild at Heart,125,Comedy,7.2,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,91752,['David Lynch'],"['Nicolas Cage', 'Laura Dern', 'Willem Dafoe', 'J.E. Freeman']",1990,14560000.0
Wildcats,106,Comedy,6.0,A rookie high school football coach has a harder time than she expected trying to whip her tough inner city team into shape.,13635,['Michael Ritchie'],"['Goldie Hawn', 'Swoosie Kurtz', 'Robyn Lively', 'Brandy Gold']",1986,26290000.0
Wilde,118,Biography,6.9,The turmoil in poet/playwright Oscar Wilde's life after he discovers his homosexuality.,17016,['Brian Gilbert'],"['Stephen Fry', 'Jude Law', 'Vanessa Redgrave', 'Jennifer Ehle']",1997,2160000.0
Wildlife,105,Drama,6.8,A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,28366,['Paul Dano'],"['Ed Oxenbould', 'Jake Gyllenhaal', 'Carey Mulligan', 'Travis W Bruyer']",2018,1030000.0
Wildling,92,Drama,5.5,A blossoming teenager uncovers the dark secret behind her traumatic childhood.,13748,['Fritz Böhm'],"['Bel Powley', 'Brad Dourif', 'Liv Tyler', 'Collin Kelly-Sordelet']",2018,
Willard,100,Drama,6.1,A young man with an unusual connection to rats uses them at his own sociopathic will.,19519,['Glen Morgan'],"['Crispin Glover', 'R. Lee Ermey', 'Laura Harring', 'Jackie Burroughs']",2003,6890000.0
Willow,126,Action,7.2,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,110664,['Ron Howard'],"['Val Kilmer', 'Joanne Whalley', 'Warwick Davis', 'Jean Marsh']",1988,57270000.0
Willow Creek,80,Horror,5.1,A man and his girlfriend camp in the woods to capture firsthand evidence of Bigfoot.,11420,['Bobcat Goldthwait'],"['Alexie Gilmore', 'Bryce Johnson', 'Laura Montagna', 'Bucky Sinister']",2013,
Willy Wonka & the Chocolate Factory,100,Family,7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,196133,['Mel Stuart'],"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear']",1971,4000000.0
Willy's Wonderland,88,Action,5.5,"A quiet drifter is tricked into a janitorial job at the now condemned Willy's Wonderland. The mundane tasks suddenly become an all-out fight for survival against wave after wave of demonic animatronics. Fists fly, kicks land, titans clash -- and only one side will make it out alive.",26498,['Kevin Lewis'],"['Nicolas Cage', 'Emily Tosta', 'Beth Grant', 'Ric Reitz']",2021,
Wilson,94,Comedy,5.8,"A lonely, neurotic, and hilariously honest middle-aged man reunites with his estranged wife, and meets his teenage daughter for the first time.",10610,['Craig Johnson'],"['Woody Harrelson', 'Sandra Lee-Oian Thomas', 'Shaun J. Brown', 'James Robert Miller']",2017,650000.0
